Date,Open,High,Low,Close,Volume,Target
2023-07-31 00:00:00-04:00,0.15893610301918604,0.1447618678682323,0.1471933923445652,0.14593866276558232,0.22632007399475382,0.1485897561595937
2023-08-01 00:00:00-04:00,0.1480558222398478,0.1501104803479718,0.14934558798011044,0.1485897561595937,0.12224160921082958,0.09278768634584966
2023-08-02 00:00:00-04:00,0.13824492967348134,0.11884632024124908,0.10288634809737007,0.09278768634584966,0.2600976870803876,0.0874853054096476
2023-08-03 00:00:00-04:00,0.09025898256253817,0.0949683922983775,0.10029145495831338,0.0874853054096476,0.12139253691713811,0.09455501722579673
2023-08-04 00:00:00-04:00,0.12723881623126476,0.12846109914241266,0.10845626555695609,0.09455501722579673,0.20125201691141928,0.10926310087648194
2023-08-07 00:00:00-04:00,0.10516406476484152,0.10280014767789902,0.1102286624029356,0.10926310087648194,0.11392011717781206,0.08363457041317646
2023-08-08 00:00:00-04:00,0.09629645462616154,0.08777309425952273,0.08161905781368772,0.08363457041317646,0.18082613858843918,0.05952117234436849
2023-08-09 00:00:00-04:00,0.09321492992100189,0.07733044024939018,0.06927636200739307,0.05952117234436849,0.18149284999431034,0.06393959661832693
2023-08-10 00:00:00-04:00,0.09038456027487851,0.08465298973129709,0.07009905248193626,0.06393959661832693,0.14852783702480396,0.051819702351425745
2023-08-11 00:00:00-04:00,0.05415929696001709,0.04740320962904665,0.05762968851711281,0.051819702351425745,0.2102227137050772,0.07094621027606896
2023-08-14 00:00:00-04:00,0.061265776033782915,0.05790922716171121,0.06313614315515159,0.07094621027606896,0.12988909540246316,0.057185181446034905
2023-08-15 00:00:00-04:00,0.07139145905020716,0.06446800788727236,0.06832674621303503,0.057185181446034905,0.10261082435874616,0.05225109960675289
2023-08-16 00:00:00-04:00,0.06182687372266016,0.06457548397403645,0.06564979971502072,0.05225109960675289,0.1570652443490008,0.02998443902339587
2023-08-17 00:00:00-04:00,0.06018857145362255,0.0483041556397219,0.04287868557190522,0.02998443902339587,0.16521021104260822,0.02745410579716734
2023-08-18 00:00:00-04:00,0.022058682706888266,0.026034671356156558,0.013320285310477686,0.02745410579716734,0.21609035763158432,0.061613507277159085
2023-08-21 00:00:00-04:00,0.0437390214749811,0.054046873722078725,0.048143383046232335,0.061613507277159085,0.20580812133272255,0.0652823254292374
2023-08-22 00:00:00-04:00,0.0914484222548817,0.07516771257639299,0.07617921459136467,0.0652823254292374,0.0900016631312969,0.09400169491360866
2023-08-23 00:00:00-04:00,0.08086041501159635,0.09507646952164972,0.08886523337024532,0.09400169491360866,0.1638855415534813,0.04953108360894265
2023-08-24 00:00:00-04:00,0.13777137677373053,0.11919642237821249,0.06666474696760472,0.04953108360894265,0.19474100377268203,0.0685719721863316
2023-08-25 00:00:00-04:00,0.06604970672772459,0.07057351488340435,0.05930692596536846,0.0685719721863316,0.17143820008344832,0.07312649433427088
2023-08-28 00:00:00-04:00,0.0924568408251154,0.0756144315821512,0.07782845994953225,0.07312649433427088,0.07113095845964862,0.10292105643790506
2023-08-29 00:00:00-04:00,0.06863359251558676,0.09367256745043262,0.07884330966257225,0.10292105643790506,0.1364322040574568,0.10532499919913874
2023-08-30 00:00:00-04:00,0.11142727432228194,0.09896876460777637,0.1078309178402701,0.10532499919913874,0.07716491551584789,0.09880958043607602
2023-08-31 00:00:00-04:00,0.11476773806156326,0.10598802952524577,0.10992420025308491,0.09880958043607602,0.2403983345344837,0.10450258750986507
2023-09-01 00:00:00-04:00,0.12806558035191995,0.11287915979857344,0.10992399707007317,0.10450258750986507,0.07292101293449305,0.13543563453934948
2023-09-05 00:00:00-04:00,0.1135068019621619,0.13112859603387017,0.12184868084063738,0.13543563453934948,0.1257721159990313,0.1311977680725256
2023-09-06 00:00:00-04:00,0.14111182796091426,0.1286402704755374,0.13149028701722698,0.1311977680725256,0.11091918640784063,0.1124098545733061
